start,uniqueID,text
9,ep131,-It's where you make the most of whatever spaces you this.
10,ep131,You're adding a lot of fun stuff to high.
11,ep131,That means that you're coming in -a little know.
12,ep131,-I spend.
13,ep131,"With everything you want, it's gonna be at the top of what you wanna less."
14,ep131,"Well, I've got to find a way to want playing]"
15,ep131,[theme music playing]
16,ep131,[upbeat music cooking.
17,ep131,We're supposed to be in there his.
18,ep131,"You know, papa told me that I don't know how to make the shrimp and grits, like he knows how to make the shrimp and grits, and you know mine are better than parents."
19,ep131,I live in Kannapolis with my son and my day.
20,ep131,This is what happens when you start cooking later in the executive.
21,ep131,"I started out as a single mom and I saw that I couldn't do it by myself, because I'm a regional account a..."
22,ep131,"You know, it's travel."
23,ep131,it's a lot of needs.
24,ep131,"Thankfully, my parents stepped in and we came together to buy this house, so that we could raise my son together and give him the full family experience that he something?"
25,ep131,You're moving because we're not treating you right -or break.
26,ep131,Now is the good time to make the college.
27,ep131,Joseph and I will have an opportunity to be able to grow together for a couple of years before he goes off to this.
28,ep131,-Look at about...
29,ep131,-That... it ready.
30,ep131,"Um, I guess, when you count to 15, they're it?"
31,ep131,"That looks good, doesn't beautiful."
32,ep131,"Oh, that's units."
33,ep131,"What you find here in Kannapolis, people are settled, they're in their family fun."
34,ep131,I need to be in the city where I can have some there.
35,ep131,"And, you know, I can kinda maybe go on a date here and while..."
36,ep131,-It's been a is?
37,ep131,"-Oh, that's what the deal is..."
38,ep131,-The deal that.
39,ep131,-That's... is exactly why I want my own space in the house because I don't want no part of effort.
40,ep131,"Even though my son is 16, this is a team it."
41,ep131,I want his opinion and I want him to like Charlotte.
42,ep131,I'm looking to buy in downtown.
43,ep131,My son wants to be closer into and...
44,ep131,I like walking around and go into the malls things.
45,ep131,-Yeah. type of downtown.
46,ep131,"But it's going to be so difficult for his grandparents to have to navigate the road, so I'd rather be outside of style."
47,ep131,The thing that we're gonna have most difficulty on is going to be modern.
48,ep131,I like mid-century Victorian.
49,ep131,I like house.
50,ep131,I like the older character of a it.
51,ep131,I like the story that comes behind house.
52,ep131,"Living in the area that we live in, I know it's going to be difficult to find the things that I like, but if I can find those pops, I can settle on that for my colors."
53,ep131,"So, I'm more modern and clean lines, cooler $450,000."
54,ep131,The bank approved me up to number.
55,ep131,"However, $400,000 would be the best extensive."
56,ep131,"And the house we live in now, it's city."
57,ep131,Where we're going is more less.
58,ep131,The square footage would be yet.
59,ep131,"I'm becoming a minimalist, but I'm just not one quite sq."
60,ep131,"We're thinking at least 2,300 that."
61,ep131,ft. I'm fine with bathroom.
62,ep131,But what I'm not willing to comprise is on my tub.
63,ep131,My own tranquil bathroom with a nice man.
64,ep131,"-Oh, bathroom."
65,ep131,"-Oh. zen, my peace of mind, my little bougie, Hollywood have?"
66,ep131,And how many rooms are you looking to bedrooms.
67,ep131,"Family is coming to visit, we've got to have at least four chill."
68,ep131,"In my room, I would like to have a little game area, where me and my friends can independent."
69,ep131,"And now that I'm 16, I wanna be more boy."
70,ep131,"-I'm gonna miss you, right."
71,ep131,Okay? too.
72,ep131,"Me, you."
73,ep131,I'm gonna miss him.
74,ep131,It's time to take the step of just being me and loud.
75,ep131,"And that being able to date again and find love, and I know that's a lot to say that out but..."
76,ep131,"You can't wait two more years, now."
77,ep131,It's time to date playing]
78,ep131,[upbeat music look.
79,ep131,Restaurants everywhere you bedrooms.
80,ep131,It's three bedrooms?
81,ep131,Three bedroom.
82,ep131,"Yeah. downtown, I mean, we're having to sacrifice a here?"
83,ep131,Is this it right it.
84,ep131,"Ah, yes, this is playing]"
85,ep131,[upbeat music turn?
86,ep131,How in the world are we gonna make this living.
87,ep131,We need to maybe downsize the car for your downtown tight...
88,ep131,-Because that is a to...
89,ep131,-Or you gotta learn how here.
90,ep131,-or you gotta learn how to drive in turn.
91,ep131,-...that a tight drive?
92,ep131,"Oh, did you say, or I have to learn how to curb."
93,ep131,"Yeah, because I'm pretty sure you hit a cute."
94,ep131,"Oh, look how Orleans."
95,ep131,"You know, it reminds me of, like, the courtyards in New light."
96,ep131,Look at the really...
97,ep131,"I mean, that's pretty."
98,ep131,"Oh, that's knock."
99,ep131,I guess we should inside.
100,ep131,Hello. agent.
101,ep131,"So, my friend Woodson is also my gowns."
102,ep131,"She and I used to do pageants together with the makeup, and the big hair, and all of the years."
103,ep131,You're talking about someone that I've known for over 35 born.
104,ep131,"Joseph, I remember when he we was life."
105,ep131,"So, I've gotta make sure Veleria is taken care off with a place he'll want to come home during the college years, but also a place she can really start writing a whole new chapter of her now."
106,ep131,"Okay, hold on crazy."
107,ep131,-I know I'm not here.
108,ep131,"-Okay. the pictures that you sent, there was a table right so..."
109,ep131,"That's called digitally furnished, thing?"
110,ep131,That's a thing.
111,ep131,-That is a be.
112,ep131,"-Okay. use it to show unique spaces, so you can, kind of, see where furniture placement would separation."
113,ep131,"This fireplace, kind of, gives you that nice room floors."
114,ep131,Mmm-hmm. hardwood mounting.
115,ep131,TV beautiful.
116,ep131,Yeah. these are gorgeous.
117,ep131,-They're though.
118,ep131,"It looks like you have to do some work on them, floors."
119,ep131,What... what's called reclaimed look.
120,ep131,That's the built?
121,ep131,When was it sheet.
122,ep131,"Um, I need to go back and look at the windows."
123,ep131,"This is really, really nice, how they've done that with the yard."
124,ep131,-Okay. is your nice.
125,ep131,"Oh. a pretty day, this would be really fountain."
126,ep131,Look at the enough.
127,ep131,This is not backyard.
128,ep131,"Being in the city, this is exactly what I wanted, except the me."
129,ep131,It doesn't really matter to yard.
130,ep131,I could live with a little dinky here.
131,ep131,But he wants a place where he can throw football with his friends and he does not have that everywhere.
132,ep131,There's nook and crannies go.
133,ep131,There we pantry.
134,ep131,"Okay. now, this is a tiny home compared to what you're used to, so this is a micro is..."
135,ep131,This pantry?
136,ep131,What in the world is a micro can.
137,ep131,It's where you make the most of whatever spaces you different...
138,ep131,"So, this is in between rack?"
139,ep131,Oh. it's like a spice there.
140,ep131,"Yeah, but you can put pans in space."
141,ep131,-Okay. is a great kitchen considering the new...
142,ep131,"-Oh, this is all backsplash."
143,ep131,-Granite... stone here.
144,ep131,"Mmm-hmm. mean, you can get a lot done in kitchen."
145,ep131,-It's a nice can.
146,ep131,You playing]
147,ep131,[upbeat music bedrooms.
148,ep131,This is one of the main so...
149,ep131,"And there's another upstairs, great."
150,ep131,Wow. is windows.
151,ep131,"...you can fight over the hierarchy of where you wanna go, but look at these space."
152,ep131,-I think it's a happy is.
153,ep131,It bloom...
154,ep131,I love the way the trees and once they're in here.
155,ep131,-Yeah. be beautiful from day.
156,ep131,It would look better on a better all.
157,ep131,"If you like a house in the rain, that pretty much says it space."
158,ep131,Really a good size closet for such a small bedroom.
159,ep131,"And again, hardwoods in the color."
160,ep131,I love this orange Balcony.
161,ep131,This is your very own Juliet can't...
162,ep131,"You and your names, I is."
163,ep131,"No, that's what it entrance."
164,ep131,I know you like to make an hi.
165,ep131,"Oh, laughs]"
166,ep131,-[Woodson down.
167,ep131,I'll be right playing]
168,ep131,[upbeat music tile.
169,ep131,"It does have a tub and shower, new it."
170,ep131,Barely. they've really done -a good job with redoing love.
171,ep131,Mmm-hmm. has so many little quirky things that I it.
172,ep131,"It doesn't have my soaking tub, but I really do like area."
173,ep131,This bedroom has a seating area and a bedroom room?
174,ep131,Okay. it looks like two kinda bedroom.
175,ep131,Two because here's your chimney -coming up from the fun.
